,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH.CITY,DEATHDATE,CEMETERY,CEME.CITY,CEME.STATE,CEME.COUNTRY,CEME.NOTE,BIRTH.NAME,NAME.CHG,BAT.CHG,HOF
21350,simpsst01,Simpson,Steven Edward,Steve,08/30/1948,St. Joseph,11/02/1989,Memorial Park Cemetery,Topeka,Kansas,USA,Garden of Peace- Lot 483- Space 4,,,,
21358,simspe01,Sims,Clarence,Pete,05/24/1891,Crown City,12/02/1968,Forest Rose Cemetery,Lancaster,Ohio,USA,,,,,
21360,sincobe01,Sincock,Herbert Sylvester,Bert,09/08/1887,Barkerville,08/01/1946,Lake View Cemetery,Calumet,Michigan,USA,,,,,
21362,sinerho01,Siner,Hosea John,Hosea,03/20/1885,Sullivan,06/10/1948,Mount Zion Cemetery,New Lebanon,Indiana,USA,,,,,
21368,singlel01,Singleton,Bert Elmer,Elmer,06/26/1918,Ogden,01/05/1996,Plain City Cemetery,Plain City,Utah,USA,,,,,
21369,singtfr01,Sington,Frederic William,Fred,02/24/1910,Birmingham,08/20/1998,Elmwood Cemetery,Birmingham,Alabama,USA,,,,,
21371,singljo01,Singleton,John Edward,John,11/27/1896,Gallipolis,10/23/1937,Vine Street Hill Cemetery,Cincinnati,Ohio,USA,,,,,
21373,colonba01,Singer,Orville Willis,Orville,12/27/1898,Cambridge,06/29/1985,Dorset Cemetery,Dorset,OH,USA,,,,,
21376,sipekdi01,Sipek,Richard Francis,Dick,01/16/1923,Chicago,07/17/2005,Calvary Cemetery,Quincy,Illinois,USA,,,,,
21387,sisledi01,Sisler,Richard Allan,Dick,11/02/1920,St. Louis,11/20/1998,Woodlawn Memorial Park,Nashville,Tennessee,USA,,,,,
21388,sisleda01,Sisler,David Michael,Dave,10/16/1931,St. Louis,01/09/2011,Old Meeting House Presbyterian Church Cemetery,Frontenac,Missouri,USA,,,,,
21389,sislege01,Sisler,George Harold,George,03/24/1893,Manchester,03/26/1973,Old Meeting House Presbyterian Church Cemetery,Frontenac,Missouri,USA,Columbarium By Flagpole and Benches,,,,HOF
21391,sistisi01,Sisti,Sebastian Daniel,Sibby,07/26/1920,Buffalo,04/24/2006,Mount Calvary Cemetery,Cheektowaga,New York,USA,,,,,
21393,sittoca01,Sitton,Charles Vedder,Carl,09/22/1881,Pendleton,09/11/1931,Presbyterian Cemetery,Pendleton,South Carolina,USA,,,,,
21394,sivespe01,Sivess,Peter,Pete,09/23/1913,South River,06/01/2003,St. Peter Church Cemetery,Spotswood,New Jersey,USA,,,,,
21396,sixsmed01,Sixsmith,Edward,Ed,02/26/1863,Philadelphia,12/12/1926,North Cedar Hill Cemetery,Philadelphia,Pennsylvania,USA,,,,,
21401,skafffr01,Skaff,Francis Michael,Frank,09/30/1910,La Crosse,04/12/1988,Dulaney Valley Memorial Gardens,Timonium,Maryland,USA,,,,,
21406,skeelda01,Skeels,David L.,Dave,12/29/1891,Addy,12/02/1926,St Mary of the Rosary Cemetery,Chewelah,Washington,USA,,,,,
21410,sketcbu01,Sketchley,Harry Clement,Bud,03/30/1919,Virden,12/19/1979,Forest Lawn Memorial Park,Glendale,California,USA,,,,,
21412,skiffbi01,Skiff,William Franklin,Bill,10/16/1895,New Rochelle,12/25/1976,Holy Mount Cemetery,Eastchester,New York,USA,,,,,
21415,skinnca01,Skinner,Elisha Harrison,Camp,06/25/1897,Douglasville,08/04/1944,Douglasville City Cemetery,Douglasville,Georgia,USA,,,,,
21422,skopejo01,Skopec,John S.,John,05/08/1880,Chicago,10/20/1912,Bohemian National Cemetery,Chicago,Illinois,USA,,,,,
21423,skowrbi01,Skowron,William Joseph,Bill,12/18/1930,Chicago,04/27/2012,Maryhill Cemetery,Niles,Illinois,USA,,,,,
21427,sladear01,Sladen,Arthur W.,Art,10/28/1859,Dracut,02/28/1914,Edson Cemetery,Lowell,Massachusetts,USA,,,,,
21428,sladego01,Slade,Gordon Leigh,Gordon,10/09/1904,Salt Lake City,01/02/1974,Cremated,,,,,,,,
21429,slagljo01,Schlagle,John A.,John,11/  /1869,Lawrence,02/19/1915,Ebenezer Cemetery,Indianapolis,Indiana,USA,,,,,
21430,slaglji01,Slagle,James Franklin,Jimmy,07/11/1873,Worthville,05/10/1956,Oakridge Cemetery,Hillside,Illinois,USA,,,,,
21432,slaglwa01,Slagle,Walter Jennings,Walt,12/15/1878,Kenton,06/14/1974,Rose Hills Memorial Park,Whittier,California,USA,,,,,
21435,slapncy01,Slapnicka,Cyril Charles,Cy,03/23/1886,Cedar Rapids,10/20/1979,Cedar Memorial Park,Cedar Rapids,Iowa,USA,Rotunda Mausoleum- 39B,,,,
21436,slappjo01,Slappey,John Henry,John,08/08/1898,Albany,06/10/1957,Oakview Cemetery,Albany,Georgia,USA,,,,,
21441,slattja01,Slattery,John Thomas,Jack,01/06/1878,South Boston,07/17/1949,St. Joseph Cemetery,West Roxbury,Massachusetts,USA,,,,,
21442,slattmi01,Slattery,Michael J.,Mike,11/26/1866,Boston,10/16/1904,Holyhood Cemetery,Brookline,Massachusetts,USA,,,,,
21443,slattph01,Slattery,Philip Richard,Phil,02/25/1893,Harper,03/02/1968,Westminster Memorial Park,Westminster,California,USA,,,,,
21445,slaugba01,Slaughter,Byron Atkins,Barney,10/06/1884,Smyrna,05/17/1961,Glenwood Cemetery,Smyrna,Delaware,USA,,,,,
21447,slaugen01,Slaughter,Enos Bradsher,Enos,04/27/1916,Roxboro,08/12/2002,Allensville United Methodist Church Cemetery,Roxboro,North Carolina,USA,,,,,HOF
21451,slaytst01,Slayton,Foster Herbert,Steve,04/26/1902,Barre,12/20/1984,Hope Cemetery,Barre,Vermont,USA,,,,,
21452,slaybsc01,Slayback,Elbert,Scottie,10/05/1901,Paducah,11/30/1979,Oakdale Cemetery,Dillsboro,Indiana,USA,,,,,
21453,sleatlo01,Sleater,Louis Mortimer,Lou,09/08/1926,St. Louis,03/25/2013,Dulaney Valley Memorial Gardens,Timonium,Maryland,USA,,,,,
21458,sloanbr01,Sloan,Bruce Adams,Bruce,10/04/1914,McAlester,09/24/1973,Chapel Hill Memorial Gardens,Oklahoma City,Oklahoma,USA,,,,,
21459,sloatle01,Sloat,Dwain Clifford,Lefty,12/01/1918,Nokomis,04/18/2003,Union Cemetery,St. Paul,Minnesota,USA,,,,,
21460,colonba01,Sloan,Robert Lee,Robert,01/01/1889,Walnut Springs,12/08/1951,Glen Oak Cemetery,Dallas,TX,USA,,,,,
21461,sloanto01,Sloan,Yale Yeastman,Tod,12/24/1890,Madisonville,09/12/1956,Chestnut Hill Memorial Park,Cuyahoga Falls,Ohio,USA,,,,,
21464,slocuro01,Slocum,Ronald Reece,Ron,07/02/1945,Modesto,08/25/1988,El Cajon Cemetery,El Cajon,California,USA,,,,,
21470,smallch01,Small,Charles Albert,Charlie,10/24/1905,Auburn,01/14/1953,Lower Gloucester Cemetery,New Gloucester,Maine,USA,,,,,
21472,smallha01,Small,George Henry,Hank,07/31/1953,Atlanta,03/03/2010,Arlington Memorial Park,Sandy Springs,Georgia,USA,,,,,
21475,smallma01,Small,Mark Allan,Mark,11/12/1967,Portland,10/22/2013,Cremated,,,,Ashes retained by family,,,,
21478,smallwa01,Smallwood,Walter Clayton,Walt,04/24/1893,Dayton,04/29/1967,New Cathedral Cemetery,Baltimore,Maryland,USA,,,,,
21479,smallwi01,Smalley,William Darwin,Will,06/27/1871,Oakland,10/11/1891,San Lorenzo Pioneer Memorial Park,San Lorenzo,California,USA,,,,,
21483,smazajo01,Smaza,Joseph Paul,Joe,07/07/1923,Detroit,05/30/1979,St. Hedwig Cemetery,Dearborn Heights,Michigan,USA,,,,,
21486,smilebi01,Smiley,William B.,Bill,1856,Baltimore,07/11/1884,New Cathedral Cemetery,Baltimore,Maryland,USA,,,,,
21488,smithar01,Smith,Arthur Laird,Art,06/21/1906,Boston,11/22/1995,Cremated,,,,,,,,
21489,smithal04,Smith,Alphonse Eugene,Al,02/07/1928,Kirkwood,01/03/2002,Oak Hill Cemetery,Gary,Indiana,USA,Cremated,,,,
21490,smithal02,Smith,Alfred Kendricks,Al,12/13/1903,Norristown,08/11/1995,Cremated,,,,,,,,
21491,smithal03,Smith,Alfred John,Al,10/12/1907,Belleville,04/28/1977,Cremated,,,,,,,,
21492,smithal01,Smith,Alexander Benjamin,Aleck,1871,New York,07/09/1919,Woodlawn Cemetery,Bronx,New York,USA,,,,,
21502,smithbo01,Smith,Robert Ashley,Bob,07/19/1890,Woodbury,12/27/1965,Los Angeles National Cemetery,Los Angeles,California,USA,Cremated,,,,
21503,smithbo04,Smith,Bobby Gene,Bobby,05/28/1934,Hood River,11/24/2015,Idlewild Cemetery,Hood River,Oregon,USA,,,,,
21505,smithbi02,Smith,William E.,Bill,1865,Cleveland,08/09/1886,St. John Cemetery,Cleveland,Ohio,USA,,,,,
21506,smithbo05,Smith,Robert Walkup,Bob,05/13/1928,Clarence,06/23/2003,Union Cemetery,Clarence,Missouri,USA,,,,,
21507,smithbo03,Smith,Robert Gilchrist,Bob,02/01/1930,Woodsville,04/01/2013,North Monroe Cemetery,Monroe,New Hampshire,USA,,,,,
21508,smithbo02,Smith,Robert Eldridge,Bob,04/22/1895,Rogersville,07/19/1987,Westview Cemetery,Atlanta,Georgia,USA,,,,,
21509,smithbu01,Smith,Lewis Oscar,Bull,08/20/1880,Plum,05/01/1928,Holy Cross Cemetery,Clarksburg,West Virginia,USA,,,,,
21510,smithbi04,Smith,William Garland,Bill,06/08/1934,Washington,03/30/1997,Resurrection Cemetery,Clinton,Maryland,USA,,,,,
21525,smithch03,Smith,John William,Chick,12/02/1892,Dayton,10/11/1935,St. Stephen Cemetery,Fort Thomas,Kentucky,USA,,,,,
21526,smithca01,Smith,Emanuel Carr,Carr,04/08/1901,Kernersville,04/14/1989,Cremated,,,,,,,,
21527,smithcl01,Smith,Clay Jamieson,Clay,09/11/1914,Cambridge,03/05/2002,Cambridge Cemetery,Cambridge,Kansas,USA,,,,,
21528,smithch04,Smith,Charles William,Charley,09/15/1937,Charleston,11/29/1994,Cremated,,,,,,,,
21529,smithch01,Smith,Charles J.,Charlie,12/11/1840,Brooklyn,11/15/1897,Green-Wood Cemetery,Brooklyn,New York,USA,,,,,
21530,smithch02,Smith,Charles Edwin,Charlie,04/20/1880,Cleveland,01/03/1929,St. Joseph Cemetery,Cleveland,Ohio,USA,Lot 384 Part S/E 1/4,,,,
21532,colonba01,Smith,Charles E.,Charlie,09/24/1901,Hamlet,01/15/1932,New Hopewell Baptist Church Cemetery,Darlington,SC,USA,,,,,
21537,smithda02,Smith,David Stanley,Dave,01/21/1955,Richmond,12/17/2008,Cremated,,,,Ashes scattered in Pacific Ocean,,,,
21546,smithdo01,Smith,Douglass Weldon,Doug,05/25/1892,Millers Falls,09/18/1973,Highland Cemetery,Millers Falls,Massachusetts,USA,,,,,
21548,smithdi01,Smith,Richard Harrison,Dick,07/21/1926,Blandburg,01/25/2021,Centre County Memorial Park,State College,Pennsylvania,USA,,,,,
21549,smithdi02,Smith,Richard Arthur,Dick,05/17/1939,Lebanon,02/19/2012,Cremated,,,,Ashes retained by family,,,,
21550,smithda01,Smith,David Merwin,Dave,12/17/1914,Sellers,04/01/1998,Whiteville Memorial Cemetery,Whiteville,North Carolina,USA,,,,,
21553,smithed01,Smith,Edgar Eugene,Edgar,06/12/1862,Providence,11/03/1892,Swan Point Cemetery,Providence,Rhode Island,USA,,,,,
21554,smithed03,Smith,Rhesa Edward,Ed,02/21/1879,Mentone,03/20/1956,Riverview Cemetery,South Bend,Indiana,USA,,,,,
21555,smither01,Smith,Ernest Henry,Ernie,10/11/1899,Totowa,04/06/1973,Long Island National Cemetery,Farmingdale- Nassau County,New York,USA,,,,,
21556,smithel02,Smith,Elmer John,Elmer,09/21/1892,Perkins Township Erie County,08/03/1984,Cremated,,,,,,,,
21557,smithed04,Smith,Edgar,Eddie,12/14/1913,Mansfield,01/02/1994,New Jersey Veterans' Memorial Cemetery,New Egypt,New Jersey,USA,,,,,
21558,smithea02,Smith,Earl Sutton,Earl,02/14/1897,Sheridan,06/08/1963,Little Rock National Cemetery,Little Rock,Arkansas,USA,,,,,
21559,smithea01,Smith,Earl Leonard,Earl,01/20/1891,Oak Hill,03/13/1943,Memorial Burial Park,Wheelersburg,Ohio,USA,,,,,
21560,smithea03,Smith,Earl Calvin,Earl,03/14/1928,Sunnyside,09/27/2014,Fresno Memorial Gardens,Fresno,California,USA,,,,,
21561,smithed02,Smith,Albert Edward,Edward,10/15/1860,North Haven,07/05/1948,Sparta South Cemetery,Sparta,Ontario,Canada,,,,,
21563,colonba01,Smith,Eugene,Eugene,04/23/1916,Ansley,05/25/2011,Jefferson Barracks National Cemetery,Lemay,Missouri,USA,,,,,
21567,smithfr02,Smith,Fred Christopher,Fred,05/  /1865,Baltimore,11/19/1926,Montrose Cemetery,Chicago,Illinois,USA,,,,,
21568,smithfr04,Smith,Frederick,Fred,11/24/1878,New Diggings,02/04/1964,Inglewood Park Cemetery,Inglewood,California,USA,,,,,
21569,smithfr05,Smith,Fred Vincent,Fred,07/29/1891,Cleveland,05/28/1961,Calvary Cemetery,Cleveland,Ohio,USA,Section 78 Lot 174 Grave 1,,,,
21570,smithfr06,Smith,Frank Thomas,Frank,04/04/1928,Pierrepont Manor,09/24/2005,Pinecrest Memorial Gardens,Marianna,Florida,USA,,,,,
21571,smithfr01,Smith,Frank L.,Frank,11/24/1857,Fonthill,10/11/1928,Woodlawn Cemetery,Canandaigua,New York,USA,,,,,
21572,smithfr03,Smith,Frank Elmer,Frank,10/28/1879,Pittsburgh,11/03/1952,Minersville Cemetery,Pittsburgh,Pennsylvania,USA,,Frank Elmer Schmidt,,,
21576,smithge04,Smith,George Cornelius,George,07/07/1937,St. Petersburg,06/15/1987,Lincoln Cemetery,Gulfport,Florida,USA,,,,,
21577,smithge03,Smith,George Selby,George,10/27/1901,Louisville,05/26/1981,Sunset Memorial Park,Chester,Virginia,USA,,,,,
21578,smithge01,Smith,George J.,Germany,04/20/1859,Pittsburgh,12/01/1927,Calvary Cemetery,Altoona,Pennsylvania,USA,,,,,
21579,smithge02,Smith,George Allen,George,05/31/1892,East Port Chester,01/07/1965,Greenwood Union Cemetery,Rye,New York,USA,,,,,
21584,smithha04,Smith,Henry Joseph,Happy,07/14/1883,Coquille,02/26/1961,Oak Hill Memorial Park,San Jose,California,USA,,,,,
21585,smithha02,Smith,Harvey Fetterhoff,Harvey,07/24/1871,Union Deposit,11/12/1962,Harrisburg Cemetery,Harrisburg,Pennsylvania,USA,,,,,
21586,smithha01,Smith,Harry W.,Harry,02/05/1856,North Vernon,06/04/1898,Vernon Cemetery,Vernon,Indiana,USA,,,,,
21587,smithha03,Smith,Harry Thomas,Harry,10/31/1874,Yorkshire,02/17/1933,Lawn Side Cemetery,Woodstown,New Jersey,USA,Lot 199 Summit Terrace Grave 1,,,,
21588,smithha05,Smith,Harrison Morton,Harry,08/15/1889,Union,07/26/1964,Wyuka Cemetery,Nebraska City,Nebraska,USA,,,,,
21590,smithha06,Smith,James Harry,Harry,05/15/1890,Brooklyn,04/01/1922,Oak Lawn Cemetery,Baltimore,Maryland,USA,,,,,
21591,smithha09,Smith,Harold Raymond,Hal,06/01/1931,Barling,04/12/2014,Fort Smith National Cemetery,Fort Smith,Arkansas,USA,,,,,
21592,smithha07,Smith,Harold Laverne,Hal,06/30/1902,Creston,09/27/1992,Parkview Cemetery,Peoria,Illinois,USA,Cremated,,,,
21593,smithhe01,Smith,George Henry,Heinie,10/24/1871,Pittsburgh,06/25/1939,Elmlawn Cemetery,Tonawanda,New York,USA,,,,,
21594,colonba01,Smith,Elvis Hilton Lee,Hilton,02/27/1907,Giddings,11/18/1983,Mount Moriah & Freeman Cemetery,Kansas City,MO,USA,,,,,Y
21607,smithju01,Smith,Judson Grant,Jud,01/13/1869,Green Oak,12/07/1947,Cremated,,,,,,,,
21608,smithjo02,Smith,John Joseph,John,1858,New York,01/06/1899,Holy Cross Cemetery,Colma,California,USA,Section J - Row 8 - Area 17 - Plot 4 - Grave 11,,,,
21610,smithja03,Smith,Jack,Jack,06/23/1895,Chicago,05/02/1972,Forest Home Cemetery,Forest Park,Illinois,USA,,,,,
21611,smithji01,Smith,James Lawrence,Jimmy,05/15/1895,Pittsburgh,01/01/1974,Calvary Cemetery,Pittsburgh,Pennsylvania,USA,,,,,
21612,smithja01,Smith,Jacob John,Jake,06/10/1887,Dravosburg,11/07/1948,Grandview Cemetery,McKeesport,Pennsylvania,USA,,Jacob Schmidt,,,
21614,smithjo04,Smith,John Marshall,John,09/27/1906,Washington,05/09/1982,Parklawn Memorial Park,Rockville,Maryland,USA,,,,,
21619,colonba01,Smith,James,Jim,,Chicago,05/02/1972,Forest Home Cemetery,Forest Park,IL,USA,,,,,
21628,smithkl01,Smith,Armstrong Frederick,Klondike,01/04/1887,London,11/15/1959,Bellevue Cemetery,Lawrence,Massachusetts,USA,,,,,
21631,smithle01,Smith,Lionel H.,Leo,05/13/1859,Brooklyn,08/30/1935,Riverview Cemetery,Trenton,New Jersey,USA,,,,,
21642,smithmi02,Smith,Milton,Milt,03/27/1929,Columbus,04/11/1997,Greenwood Memorial Park,San Diego,California,USA,,,,,
21643,smithmi01,Smith,Elwood Hope,Mike,11/16/1904,Norfolk,05/31/1981,Riverside Memorial Park,Norfolk,Virginia,USA,,,,,
21644,smithel01,Smith,Elmer Ellsworth,Elmer,03/23/1868,Pittsburgh,11/03/1945,Union Dale Cemetery,Pittsburgh,Pennsylvania,USA,,,,,
21648,smithna01,Smith,Nathaniel Beverly,Nate,04/26/1935,Chicago,08/18/2019,Forest Lawn Memorial Gardens,College Park,Georgia,USA,,,,,
21651,smithol01,Smith,Orlin Hudson,Ollie,10/19/1865,Mount Vernon,02/04/1954,Cremated,,,,,,,,
21656,smithpo01,Smith,Charles Marvin,Pop,10/12/1856,Digby,04/18/1927,Evergreen Cemetery,Brighton,Massachusetts,USA,,,,,
21658,smithpa01,Smith,Paul Stoner,Paul,05/07/1888,Mount Zion,07/03/1958,Mount Zion Cemetery,Mount Zion,Illinois,USA,,,,,
21659,smithpa03,Smith,Paul Leslie,Paul,03/19/1931,New Castle,08/18/2019,Garden Park Cemetery,Conroe,Texas,USA,,,,,
21660,smithpa02,Smith,Lawrence Patrick,Paddy,05/16/1894,Pelham,12/02/1990,Cemetery of the Gate of Heaven,Hawthorne,New York,USA,,,,,
21661,smithph01,Smith,John Francis,Phenomenal,12/12/1864,Philadelphia,04/03/1952,New St. Joseph Cemetery,Bedford,New Hampshire,USA,Section 1- Lot 98,John Francis Gammon,,,
21662,smithpo02,Smith,Clarence Ossie,Pop-boy,05/23/1892,Newport,02/16/1924,Elmwood Cemetery,Birmingham,Alabama,USA,,,,,
21671,smithru01,Smith,Rufus Frazier,Rufus,01/24/1905,Guilford College,08/21/1984,St. Paul Church Cemetery,New Ellenton,South Carolina,USA,,,,,
21672,smithre03,Smith,Willard Jehu,Red,04/11/1892,Logansport,08/23/1970,Skyway Memorial Gardens,Palmetto,Florida,USA,,,,,
21673,smithre05,Smith,Richard Paul,Red,05/18/1904,Brokaw,05/08/1978,Calvary Cemetery,Toledo,Ohio,USA,,,,,
21674,smithre01,Smith,Rex,Rex,01/04/1861,Louisville,06/21/1895,St. Louis Cemetery,Louisville,Kentucky,USA,,Henry W. Schmidt,,,
21675,smithre04,Smith,Marvin Harold,Red,07/17/1899,Ashley,02/19/1961,Fort Rosecrans National Cemetery,San Diego,California,USA,,,,,
21676,smithre02,Smith,James Carlisle,Red,04/06/1890,Greenville,10/11/1966,Westview Cemetery,Atlanta,Georgia,USA,,,,,
21684,smithsy01,Smith,Sydney A.,Syd,08/31/1883,Smithville,06/05/1961,Old Quaker Cemetery,Camden,South Carolina,USA,,,,,
21685,smithsh01,Smith,Sherrod Malone,Sherry,02/18/1891,Monticello,09/12/1949,Carmel Church Cemetery,Mansfield,Georgia,USA,,,,,
21686,smithsk01,Smith,Samuel J.,Skyrocket,03/19/1863,St. Louis,04/26/1916,Calvary Cemetery,St. Louis,Missouri,USA,,,,,
21687,smithst01,Smith,James Abner,Stub,11/24/1873,Elmwood,11/14/1947,Oak Grove Cemetery,Fall River,Massachusetts,USA,,,,,
21691,smithto03,Smith,Anthony,Tony,05/14/1884,Chicago,02/27/1964,Galveston Memorial Park,Hitchcock,Texas,USA,,,,,
21694,smithto02,Smith,Thomas Edward,Tom,12/05/1871,Boston,03/02/1929,Mount Calvary Cemetery,Roslindale,Massachusetts,USA,,,,,
21695,colonba01,Smith,Theolic,Theolic,05/19/1913,Wabbesika,11/03/1981,Woodlawn Memorial Park,Compton,CA,USA,,,,,
21701,smithvi01,Smith,Vincent Ambrose,Vinnie,12/07/1915,Richmond,12/14/1979,Body donated to Medical College of VA- Richmond,,,,,,,,
21705,smithwi01,Smith,Wilbur Floyd,Wib,08/30/1886,Evart,11/18/1959,Lakewood Cemetery,Minneapolis,Minnesota,USA,,,,,
21706,smithwi02,Smith,Willie,Willie,02/11/1939,Anniston,01/16/2006,Maple Grove Cemetery,Anniston,Alabama,USA,,,,,
21707,smithwa01,Smith,Wallace Henry,Wally,03/13/1888,Philadelphia,06/10/1930,Ray Memorial Cemetery,Kearny,Arizona,USA,Moved from Ray Cemetery- Ray AZ,,,,
21708,colonba01,Smith,Wyman Chester,Wyman,12/02/1898,Baltimore,08/16/1953,Baltimore National Cemetery,Baltimore,MD,USA,,,,,
21716,smollle01,Smoll,Clyde Hetrick,Lefty,04/17/1914,Quakertown,08/31/1985,Union Cemetery,Quakertown,Pennsylvania,USA,,,,,
21717,smootho01,Smoot,Homer Vernon,Homer,03/23/1878,Galestown,03/25/1928,Galestown Cemetery,Galestown,Maryland,USA,N38.33.577 W75.42.923,,,,
21719,smoyehe01,Smoyer,Henry Neitz,Henry,04/25/1890,Fredericksburg,02/28/1958,Morningside Cemetery,DuBois,Pennsylvania,USA,,Henry Neitz Smowery,,,
21720,smykafr01,Smykal,Frank John,Frank,10/13/1889,Chicago,08/11/1950,Bohemian National Cemetery,Chicago,Illinois,USA,,Frank John Smejkal,,,
21722,smyrecl01,Smyres,Clarence Melvin,Clancy,05/24/1921,Culver City,11/27/2007,Forest Lawn-Hollywood Hills,Los Angeles,California,USA,,,,,
21723,smythha01,Smythe,William Henry,Harry,10/24/1904,Augusta,08/28/1980,Westover Memorial Park,Augusta,Georgia,USA,,,,,
21724,smythre01,Smyth,James Daniel,Red,01/30/1891,Holly Springs,04/14/1958,Holy Cross Cemetery & Mausoleum,Culver City,California,USA,,,,,
21729,colonba01,Snead,Eddie Richard,Eddie,07/30/1910,Fowl River,08/26/1975,Laurendine Cemetery,Mobile,AL,USA,,,,,
21731,colonba01,Snead,Sylvester Alonzo,Sylvester,09/18/1914,Quincy,05/21/1995,Sunnyvale Cemetery,Quincy,FL,USA,,,,,
21737,snellch01,Snell,Charles Anthony,Charlie,11/29/1893,Hampstead,04/04/1988,East Harrisburg Cemetery,Harrisburg,Pennsylvania,USA,,Charles Anthony Schnell,,,
21741,snellwa01,Snell,Walter Henry,Wally,05/19/1889,West Bridgewater,07/23/1980,Cremated,,,,,,,,
21743,snidedu01,Snider,Edwin Donald,Duke,09/19/1926,Los Angeles,02/27/2011,Fallbrook Masonic Cemetery,Fallbrook,California,USA,,,,,HOF
21746,snipero01,Snipes,Wyatt Eure,Roxy,10/28/1896,Marion,05/01/1941,Rose Hill Cemetery,Marion,South Carolina,USA,,,,,
21749,snodgch01,Snodgrass,Amzie Beal,Chappie,03/18/1870,Springfield,09/09/1951,Cremated,,,,,,,,
21751,snodgfr01,Snodgrass,Frederick Charles,Fred,10/19/1887,Ventura,04/05/1974,Ivy Lawn Memorial Park,Ventura,California,USA,Cremated,,,,
21755,snoveco01,Snover,Colonel Lester,Colonel,05/16/1895,Hallstead,04/30/1969,Woodlawn Cemetery,Elmira,New York,USA,,,,,
21756,snowch01,Snow,Charles M.,Charlie,08/03/1849,Lowell,08/27/1929,Green-Wood Cemetery,Brooklyn,New York,USA,,,,,
21758,colonba01,Snow,Felton,Felton,10/23/1905,Oxford,03/16/1974,Eastern Cemetery,Louisville,KY,USA,,,,,
21764,snydebe01,Snyder,Bernard Austin,Bernie,08/25/1913,Philadelphia,04/15/1999,Holy Cross Cemetery,Yeadon,Pennsylvania,USA,,,,,
21765,snydebi01,Snyder,William Nicholas,Bill,01/28/1898,Mansfield,10/08/1934,Schoolcraft Township Cemetery,Vicksburg,Michigan,USA,,,,,
21769,snydeco01,Snyder,Abraham Conrad,Cooney,05/06/1873,Chingacousy,04/21/1917,Union Cemetery,Guelph,Ontario,Canada,,,,,
21770,snydech01,Snyder,Charles F.,Charles,02/06/1873,Camden,03/03/1901,Old Cathedral Cemetery,Philadelphia,Pennsylvania,USA,,,,,
21771,snydech03,Snyder,Alfred Joseph,Chubby,08/20/1890,Buffalo,03/24/1954,Elmlawn Cemetery,Tonawanda,New York,USA,,Alfred Joseph Schneider,,,
21773,snydefr01,Snyder,Frank Elton,Frank,05/27/1894,San Antonio,01/05/1962,Fort Sam Houston National Cemetery,San Antonio,Texas,USA,P-H- 394,,,,
21774,snydege01,Snyder,George T.,George,09/28/1848,Philadelphia,08/02/1905,Mount Moriah Cemetery,Philadelphia,Pennsylvania,USA,,,,,
21775,snydege02,Snyder,Gene Walter,Gene,03/31/1931,York,06/02/1996,Mount Zion Cemetery,York,Pennsylvania,USA,,,,,
21777,snydejo01,Snyder,Joshua M.,Josh,03/  /1844,Brooklyn,04/21/1881,Cypress Hills Cemetery,Brooklyn,New York,USA,,,,,
21778,snydeja01,Snyder,John William,Jack,10/06/1886,Lincoln,12/13/1981,Jefferson Memorial Park,Pittsburgh,Pennsylvania,USA,,,,,
21780,snydeji01,Snyder,James C. A.,Jim,09/15/1847,Brooklyn,12/01/1922,Cypress Hills Cemetery,Brooklyn,New York,USA,,,,,
21781,snydeje01,Snyder,Jerry George,Jerry,07/21/1929,Jenks,01/31/2022,Forest Park East Cemetery,Webster,Texas,USA,,,,,
21784,snydepo01,Snyder,Charles N.,Pop,10/06/1854,Washington,10/29/1924,Glenwood Cemetery,Washington,D.C.,USA,,,,,
21785,snydere01,Snyder,Emanuel Sebastian,Redleg,12/12/1854,Camden,11/24/1932,St. Peter Cemetery,Riverside,New Jersey,USA,,Emanuel Sebastian Schneider,,,
21791,sockach01,Sockalexis,Louis Francis,Chief,10/24/1871,Indian Island,12/24/1913,St. Anne Church Cemetery,Indian Island,Maine,USA,,,,,
21793,soddbi01,Sodd,William,Bill,09/18/1914,Fort Worth,05/14/1998,Mount Olivet Cemetery,Fort Worth,Texas,USA,,,,,
21805,solaito01,Solaita,Tolia,Tony,01/15/1947,Nuuuli,02/10/1990,Immediately outside his home,Nuuuli,,American Samoa,,,,,
21812,solisma01,Solis,Marcelino (Elias),Marcelino,07/19/1930,Real de Catorce,06/15/2001,Panteon del Carmen,Monterrey,Nuevo Leon,Mexico,,,,,
21816,solomed01,Solomon,Eddie,Eddie,02/09/1951,Perry,01/12/1986,King Chapel Cemetery,Perry,Georgia,USA,,,,,
21818,solommo01,Solomon,Mose Hirsch,Mose,12/08/1900,New York,06/25/1966,Mount Nebo Memorial Gardens,Miami,Florida,USA,,,,,
21820,soltemo01,Solters,Julius Joseph,Moose,03/22/1906,Pittsburgh,09/28/1975,Calvary Cemetery,Pittsburgh,Pennsylvania,USA,,Julius Joseph Soltesz,,,
21821,somered01,Somerville,Edward G.,Ed,03/01/1853,Philadelphia,10/01/1877,Evergreen Cemetery,New Haven,Connecticut,USA,,,,,
21822,somerjo01,Somerlott,John Wesley,Jock,10/26/1882,Flint,04/21/1965,Metz Cemetery,Metz,Indiana,USA,,,,,
